iv,x,y,z,boundary_flag,normal_x,normal_y,normal_z
414,0.4750887374112254,0.08030200859182104,0.8299221641313212,0,0,0,0
415,0.5259038338781874,0,0.8196560384603696,1,0,-1,0
416,0.4997401216908224,0,0.7746666433285899,1,0,-1,0
417,0.4735008729454911,0,0.8202808858416113,1,0,-1,0
418,0.4473684210499647,0,0.7748648349635978,1,0,-1,0
419,0.5524350171930889,0,0.7745208285658576,1,0,-1,0
420,0.6381239817351769,0.3157894736892952,1,1,0,0,1
421,0.6837042661447019,0.3421052631631719,1,1,0,0,1
422,0.461899223656144,0.27585365870338,0.9377559948290728,0,0,0,0
423,0.4564999574618268,0.1794753724323917,0.9221466762877654,0,0,0,0
424,0.3808276020095651,0.2000450885694152,0.9102538128544613,0,0,0,0
425,0.4286239467217757,0.1389882765619455,0.8605951705445577,0,0,0,0
426,0.4053409528521035,0.06466908882963894,0.8172361143087045,0,0,0,0
427,0.4210526315764382,0,0.729284550553835,1,0,-1,0
428,0.4736842105237449,0,0.729284550553945,1,0,-1,0
429,0.3157864617963922,0,0.729288314282358,1,0,-1,0
430,0.2631578947344551,0,0.7292845505535801,1,0,-1,0
431,0.3684210526291339,0,0.7292845505537215,1,0,-1,0
432,0.2105566026237213,0,0.6381267161640105,1,0,-1,0
